SourceRow,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,LineAmount,Year,Month,HasCustomerID,TransactionType,ItemType
84273,543372,22325,MOBILE VINTAGE HEARTS,3,2011-02-07 15:01:00,4.95,16321,Australia,14.850000000000001,2011,2011-02,True,Sale,Merchandise
84417,543391,85099B,JUMBO BAG RED RETROSPOT,10,2011-02-08 10:12:00,1.95,14475,United Kingdom,19.5,2011,2011-02,True,Sale,Merchandise
84647,543400,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-02-08 11:27:00,0.85,14688,United Kingdom,8.5,2011,2011-02,True,Sale,Merchandise
85350,543467,22962,JAM JAR WITH PINK LID,1,2011-02-08 14:35:00,1.63,,United Kingdom,1.63,2011,2011-02,False,Sale,Merchandise
85416,C543469,85232B,SET OF 3 BABUSHKA STACKING TINS,-1,2011-02-08 14:55:00,4.25,12709,Germany,-4.25,2011,2011-02,True,Cancellation,Merchandise
87068,543631,21875,KINGS CHOICE MUG,6,2011-02-10 16:17:00,1.25,14081,United Kingdom,7.5,2011,2011-02,True,Sale,Merchandise
87821,543732,48138,DOORMAT UNION FLAG,2,2011-02-11 12:02:00,14.13,,United Kingdom,28.26,2011,2011-02,False,Sale,Merchandise
88816,543820,22523,CHILDS GARDEN FORK PINK,1,2011-02-13 16:05:00,0.85,16084,United Kingdom,0.85,2011,2011-02,True,Sale,Merchandise
89265,543836,22969,HOMEMADE JAM SCENTED CANDLES,24,2011-02-14 10:52:00,1.45,15236,United Kingdom,34.8,2011,2011-02,True,Sale,Merchandise
90116,543985,22026,BANQUET BIRTHDAY  CARD,1,2011-02-15 09:44:00,0.83,,United Kingdom,0.83,2011,2011-02,False,Sale,Merchandise
91287,544089,15056N,EDWARDIAN PARASOL NATURAL,3,2011-02-15 17:51:00,5.95,,United Kingdom,17.85,2011,2011-02,False,Sale,Merchandise
92641,544202,22197,SMALL POPCORN HOLDER,2,2011-02-17 10:29:00,1.63,,United Kingdom,3.26,2011,2011-02,False,Sale,Merchandise
92946,544208,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-02-17 10:34:00,3.29,,United Kingdom,3.29,2011,2011-02,False,Sale,Merchandise
95781,544464,22562,MONSTERS STENCIL CRAFT,2,2011-02-20 14:38:00,1.25,17323,United Kingdom,2.5,2011,2011-02,True,Sale,Merchandise
96716,C544583,S,SAMPLES,-1,2011-02-21 14:48:00,95.0,,United Kingdom,-95.0,2011,2011-02,False,Cancellation,Sample
97674,544651,22367,CHILDRENS APRON SPACEBOY DESIGN,50,2011-02-22 12:51:00,1.65,13694,United Kingdom,82.5,2011,2011-02,True,Sale,Merchandise
99591,544776,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2011-02-23 11:39:00,4.96,,United Kingdom,4.96,2011,2011-02,False,Sale,Merchandise
99723,544778,21692,SILVER LATTICE VANILLA CANDLE POT,3,2011-02-23 12:03:00,3.75,14978,United Kingdom,11.25,2011,2011-02,True,Sale,Merchandise
99938,544793,72232,FENG SHUI PILLAR CANDLE,1152,2011-02-23 12:41:00,0.19,13694,United Kingdom,218.88,2011,2011-02,True,Sale,Merchandise
100018,544796,16156S,WRAP PINK FAIRY CAKES,25,2011-02-23 13:37:00,0.42,16208,United Kingdom,10.5,2011,2011-02,True,Sale,Merchandise
100303,544812,90214E,"LETTER ""E"" BLING KEY RING",1,2011-02-23 15:58:00,0.83,,United Kingdom,0.83,2011,2011-02,False,Sale,Merchandise
100758,544835,85066,CREAM SWEETHEART MINI CHEST,2,2011-02-24 10:15:00,12.75,17830,United Kingdom,25.5,2011,2011-02,True,Sale,Merchandise
100765,544836,21136,PAINTED METAL PEARS ASSORTED,16,2011-02-24 10:25:00,1.69,17613,United Kingdom,27.04,2011,2011-02,True,Sale,Merchandise
101137,C544902,22629,SPACEBOY LUNCH BOX,-1,2011-02-24 13:05:00,1.95,12362,Belgium,-1.95,2011,2011-02,True,Cancellation,Merchandise
101168,544904,22900,SET 2 TEA TOWELS I LOVE LONDON,6,2011-02-24 13:46:00,2.95,13018,United Kingdom,17.700000000000003,2011,2011-02,True,Sale,Merchandise
101494,544921,21892,TRADITIONAL WOODEN CATCH CUP GAME,24,2011-02-24 16:35:00,1.25,17090,United Kingdom,30.0,2011,2011-02,True,Sale,Merchandise
103440,545063,21161,KEEP OUT BOYS DOOR HANGER,1,2011-02-27 14:26:00,1.45,14606,United Kingdom,1.45,2011,2011-02,True,Sale,Merchandise
104397,545170,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2011-02-28 14:15:00,2.1,14078,United Kingdom,2.1,2011,2011-02,True,Sale,Merchandise
104617,545188,22467,GUMBALL COAT RACK,4,2011-02-28 15:19:00,2.55,14056,United Kingdom,10.2,2011,2011-02,True,Sale,Merchandise
105926,545301,22431,WATERING CAN BLUE ELEPHANT,8,2011-03-01 12:26:00,1.95,12679,France,15.6,2011,2011-03,True,Sale,Merchandise
107611,545460,22996,TRAVEL CARD WALLET VINTAGE TICKET,2,2011-03-02 17:33:00,0.42,13230,United Kingdom,0.84,2011,2011-03,True,Sale,Merchandise
107912,545468,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-03-03 09:41:00,0.55,16571,United Kingdom,13.200000000000001,2011,2011-03,True,Sale,Merchandise
108679,545559,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,4,2011-03-03 15:31:00,2.95,15005,United Kingdom,11.8,2011,2011-03,True,Sale,Merchandise
109051,545580,20719,WOODLAND CHARLOTTE BAG,10,2011-03-04 08:43:00,0.85,13931,United Kingdom,8.5,2011,2011-03,True,Sale,Merchandise
109808,545660,21272,SALLE DE BAIN HOOK,5,2011-03-04 14:28:00,1.25,17191,United Kingdom,6.25,2011,2011-03,True,Sale,Merchandise
110584,545690,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1,2011-03-06 12:46:00,2.95,13263,United Kingdom,2.95,2011,2011-03,True,Sale,Merchandise
110991,545705,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,2011-03-07 09:00:00,0.85,15554,United Kingdom,10.2,2011,2011-03,True,Sale,Merchandise
112058,545865,22385,JUMBO BAG SPACEBOY DESIGN,300,2011-03-07 14:17:00,1.65,15769,United Kingdom,495.0,2011,2011-03,True,Sale,Merchandise
112466,545895,23002,TRAVEL CARD WALLET SKULLS,1,2011-03-07 17:14:00,0.83,,United Kingdom,0.83,2011,2011-03,False,Sale,Merchandise
112671,545897,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,2,2011-03-07 17:22:00,0.83,,United Kingdom,1.66,2011,2011-03,False,Sale,Merchandise
113020,545906,48187,DOORMAT NEW ENGLAND,2,2011-03-08 09:23:00,7.95,15764,United Kingdom,15.9,2011,2011-03,True,Sale,Merchandise
113240,545928,22195,LARGE HEART MEASURING SPOONS,12,2011-03-08 11:59:00,1.65,14407,United Kingdom,19.799999999999997,2011,2011-03,True,Sale,Merchandise
113500,545979,22148,EASTER CRAFT 4 CHICKS,2,2011-03-08 12:30:00,1.95,12748,United Kingdom,3.9,2011,2011-03,True,Sale,Merchandise
114933,546092,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-03-09 11:54:00,7.9,17138,United Kingdom,15.8,2011,2011-03,True,Sale,Merchandise
116281,546236,22569,FELTCRAFT CUSHION BUTTERFLY,4,2011-03-10 12:48:00,3.75,12370,Cyprus,15.0,2011,2011-03,True,Sale,Merchandise
117102,546365,22281,EASTER TREE YELLOW BIRDS,4,2011-03-11 11:35:00,5.95,12520,Germany,23.8,2011,2011-03,True,Sale,Merchandise
117393,546385,21527,RED RETROSPOT TRADITIONAL TEAPOT,12,2011-03-11 13:13:00,6.95,16652,United Kingdom,83.4,2011,2011-03,True,Sale,Merchandise
118920,546502,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-03-14 11:46:00,1.95,16005,United Kingdom,1.95,2011,2011-03,True,Sale,Merchandise
119107,546527,48187,DOORMAT NEW ENGLAND,20,2011-03-14 13:00:00,6.75,15061,United Kingdom,135.0,2011,2011-03,True,Sale,Merchandise
119183,546531,21242,RED RETROSPOT PLATE,8,2011-03-14 13:35:00,1.69,15738,United Kingdom,13.52,2011,2011-03,True,Sale,Merchandise
119231,546534,21136,PAINTED METAL PEARS ASSORTED,8,2011-03-14 13:56:00,1.69,16150,United Kingdom,13.52,2011,2011-03,True,Sale,Merchandise
119328,546541,22766,PHOTO FRAME CORNICE,8,2011-03-14 15:11:00,2.95,14911,EIRE,23.6,2011,2011-03,True,Sale,Merchandise
119823,546624,85049H,URBAN BLACK RIBBONS,12,2011-03-15 11:38:00,1.25,14193,United Kingdom,15.0,2011,2011-03,True,Sale,Merchandise
120024,546643,22846,BREAD BIN DINER STYLE RED,1,2011-03-15 13:23:00,16.95,16214,United Kingdom,16.95,2011,2011-03,True,Sale,Merchandise
120938,546684,21154,RED RETROSPOT OVEN GLOVE,24,2011-03-16 09:47:00,1.25,16152,United Kingdom,30.0,2011,2011-03,True,Sale,Merchandise
121076,546732,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2011-03-16 11:41:00,1.49,14606,United Kingdom,1.49,2011,2011-03,True,Sale,Merchandise
121848,546787,22151,PLACE SETTING WHITE HEART,24,2011-03-17 10:01:00,0.42,14035,United Kingdom,10.08,2011,2011-03,True,Sale,Merchandise
122558,546884,22178,VICTORIAN GLASS HANGING T-LIGHT,13,2011-03-17 18:08:00,2.46,,United Kingdom,31.98,2011,2011-03,False,Sale,Merchandise
123455,546896,21851,LILAC DIAMANTE PEN IN GIFT BOX,1,2011-03-17 18:24:00,4.13,,United Kingdom,4.13,2011,2011-03,False,Sale,Merchandise
124127,546950,21735,TWO DOOR CURIO CABINET,2,2011-03-18 11:24:00,12.75,16511,United Kingdom,25.5,2011,2011-03,True,Sale,Merchandise
125894,547063,22555,PLASTERS IN TIN STRONGMAN,1,2011-03-20 13:33:00,1.65,14769,United Kingdom,1.65,2011,2011-03,True,Sale,Merchandise
126706,547095,16161P,WRAP ENGLISH ROSE,25,2011-03-21 09:03:00,0.42,13018,United Kingdom,10.5,2011,2011-03,True,Sale,Merchandise
127604,547240,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-03-21 16:32:00,2.95,17585,United Kingdom,2.95,2011,2011-03,True,Sale,Merchandise
127628,547240,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,2011-03-21 16:32:00,1.25,17585,United Kingdom,7.5,2011,2011-03,True,Sale,Merchandise
127954,547249,21238,RED RETROSPOT CUP,4,2011-03-22 09:27:00,1.67,,United Kingdom,6.68,2011,2011-03,False,Sale,Merchandise
128955,547370,84925F,PSYCHEDELIC WALL THERMOMETER,1,2011-03-22 13:32:00,2.55,14711,United Kingdom,2.55,2011,2011-03,True,Sale,Merchandise
129028,547374,22268,EASTER DECORATION SITTING BUNNY,1,2011-03-22 13:54:00,0.85,16110,United Kingdom,0.85,2011,2011-03,True,Sale,Merchandise
130654,547498,82494L,WOODEN FRAME ANTIQUE WHITE,4,2011-03-23 12:24:00,2.95,15021,United Kingdom,11.8,2011,2011-03,True,Sale,Merchandise
130774,547510,22487,WHITE WOOD GARDEN PLANT LADDER,4,2011-03-23 13:42:00,8.5,15245,United Kingdom,34.0,2011,2011-03,True,Sale,Merchandise
130843,547513,21086,SET/6 RED SPOTTY PAPER CUPS,48,2011-03-23 13:59:00,0.65,17519,United Kingdom,31.200000000000003,2011,2011-03,True,Sale,Merchandise
131301,547552,72801D,4 SKY BLUE DINNER CANDLES,1,2011-03-23 15:55:00,2.46,,United Kingdom,2.46,2011,2011-03,False,Sale,Merchandise
131984,547651,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,1,2011-03-24 12:11:00,0.85,16904,United Kingdom,0.85,2011,2011-03,True,Sale,Merchandise
132008,547651,21165,BEWARE OF THE CAT METAL SIGN,1,2011-03-24 12:11:00,1.69,16904,United Kingdom,1.69,2011,2011-03,True,Sale,Merchandise
132129,547656,21908,CHOCOLATE THIS WAY METAL SIGN,2,2011-03-24 12:53:00,2.1,13263,United Kingdom,4.2,2011,2011-03,True,Sale,Merchandise
132363,547663,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,2011-03-24 13:16:00,5.45,16022,United Kingdom,10.9,2011,2011-03,True,Sale,Merchandise
133438,547786,20676,RED RETROSPOT BOWL,4,2011-03-25 11:44:00,1.25,14587,United Kingdom,5.0,2011,2011-03,True,Sale,Merchandise
135031,547879,15044C,PURPLE PAPER PARASOL,12,2011-03-27 16:03:00,2.95,12877,United Kingdom,35.400000000000006,2011,2011-03,True,Sale,Merchandise
135546,547902,22962,JAM JAR WITH PINK LID,6,2011-03-28 11:58:00,0.85,17765,United Kingdom,5.1,2011,2011-03,True,Sale,Merchandise
137084,548012,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,5,2011-03-29 11:15:00,1.95,17377,United Kingdom,9.75,2011,2011-03,True,Sale,Merchandise
137495,548162,22624,IVORY KITCHEN SCALES,1,2011-03-29 13:42:00,16.63,,United Kingdom,16.63,2011,2011-03,False,Sale,Merchandise
137768,548167,21094,SET/6 RED SPOTTY PAPER PLATES,2,2011-03-29 13:45:00,2.46,,United Kingdom,4.92,2011,2011-03,False,Sale,Merchandise
139196,548308,21080,SET/20 RED RETROSPOT PAPER NAPKINS,6,2011-03-30 12:00:00,0.85,17220,United Kingdom,5.1,2011,2011-03,True,Sale,Merchandise
140209,548384,21439,BASKET OF TOADSTOOLS,1,2011-03-30 16:47:00,1.25,,United Kingdom,1.25,2011,2011-03,False,Sale,Merchandise
140495,548407,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2011-03-31 10:07:00,0.29,16401,United Kingdom,6.959999999999999,2011,2011-03,True,Sale,Merchandise
140578,548449,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-03-31 11:08:00,2.55,14911,EIRE,15.299999999999999,2011,2011-03,True,Sale,Merchandise
140851,548484,21907,I'M ON HOLIDAY METAL SIGN,2,2011-03-31 12:43:00,2.1,13571,United Kingdom,4.2,2011,2011-03,True,Sale,Merchandise
142355,C548605,22453,MEASURING TAPE BABUSHKA BLUE,-1,2011-04-01 11:03:00,2.95,,United Kingdom,-2.95,2011,2011-04,False,Cancellation,Merchandise
142940,548655,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,2011-04-01 13:47:00,9.95,15605,United Kingdom,19.9,2011,2011-04,True,Sale,Merchandise
143199,548666,84925F,PSYCHEDELIC WALL THERMOMETER,6,2011-04-01 14:58:00,2.55,13124,United Kingdom,15.299999999999999,2011,2011-04,True,Sale,Merchandise
143949,548714,22219,LOVEBIRD HANGING DECORATION WHITE,2,2011-04-03 15:07:00,0.85,17337,United Kingdom,1.7,2011,2011-04,True,Sale,Merchandise
145082,548867,22983,CARD BILLBOARD FONT,12,2011-04-04 14:17:00,0.42,14719,United Kingdom,5.04,2011,2011-04,True,Sale,Merchandise
145211,548872,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-04-04 14:42:00,1.25,13015,United Kingdom,30.0,2011,2011-04,True,Sale,Merchandise
145385,548893,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,2011-04-04 15:54:00,3.29,,United Kingdom,3.29,2011,2011-04,False,Sale,Merchandise
145819,548911,22807,SET OF 6 T-LIGHTS TOADSTOOLS,6,2011-04-05 09:09:00,2.95,12951,United Kingdom,17.700000000000003,2011,2011-04,True,Sale,Merchandise
146194,548978,20752,BLUE POLKADOT WASHING UP GLOVES,2,2011-04-05 12:08:00,2.1,15727,United Kingdom,4.2,2011,2011-04,True,Sale,Merchandise
146559,548993,21896,POTTING SHED TWINE,36,2011-04-05 13:56:00,2.1,12753,Japan,75.60000000000001,2011,2011-04,True,Sale,Merchandise
148351,549235,21722,SWEET PUDDING STICKER SHEET,4,2011-04-07 11:16:00,0.85,15530,United Kingdom,3.4,2011,2011-04,True,Sale,Merchandise
148747,549251,84836,ZINC METAL HEART DECORATION,4,2011-04-07 12:16:00,1.25,14449,United Kingdom,5.0,2011,2011-04,True,Sale,Merchandise
148945,549261,22798,ANTIQUE GLASS DRESSING TABLE POT,4,2011-04-07 12:35:00,2.95,14903,United Kingdom,11.8,2011,2011-04,True,Sale,Merchandise
149105,549276,22900,SET 2 TEA TOWELS I LOVE LONDON,15,2011-04-07 13:11:00,3.25,16745,United Kingdom,48.75,2011,2011-04,True,Sale,Merchandise
150147,549327,84912A,,70,2011-04-08 10:46:00,0.0,,United Kingdom,0.0,2011,2011-04,False,ZeroPrice,Merchandise
150706,549524,20724,RED RETROSPOT CHARLOTTE BAG,1,2011-04-08 15:42:00,1.63,,United Kingdom,1.63,2011,2011-04,False,Sale,Merchandise
151448,549556,21088,SET/6 FRUIT SALAD PAPER CUPS,10,2011-04-10 12:53:00,0.19,17372,United Kingdom,1.9,2011,2011-04,True,Sale,Merchandise
151456,549556,23255,CHILDRENS CUTLERY CIRCUS PARADE,2,2011-04-10 12:53:00,4.15,17372,United Kingdom,8.3,2011,2011-04,True,Sale,Merchandise
151512,549558,22639,SET OF 4 NAPKIN CHARMS HEARTS,2,2011-04-10 13:21:00,2.55,15058,United Kingdom,5.1,2011,2011-04,True,Sale,Merchandise
151927,549572,22620,4 TRADITIONAL SPINNING TOPS,1,2011-04-10 15:32:00,1.45,17757,United Kingdom,1.45,2011,2011-04,True,Sale,Merchandise
152351,549586,21243,PINK  POLKADOT PLATE,2,2011-04-11 10:00:00,3.29,,United Kingdom,6.58,2011,2011-04,False,Sale,Merchandise
152581,C549666,85064,CREAM SWEETHEART LETTER RACK,-1,2011-04-11 12:17:00,4.65,13113,United Kingdom,-4.65,2011,2011-04,True,Cancellation,Merchandise
153409,549743,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-04-12 10:05:00,0.42,16186,United Kingdom,10.08,2011,2011-04,True,Sale,Merchandise
153937,549833,22690,DOORMAT HOME SWEET HOME BLUE,6,2011-04-12 13:19:00,7.95,13458,United Kingdom,47.7,2011,2011-04,True,Sale,Merchandise
153965,549835,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,2011-04-12 13:24:00,7.65,17511,United Kingdom,61.2,2011,2011-04,True,Sale,Merchandise
153994,549836,22918,HERB MARKER PARSLEY,5,2011-04-12 13:32:00,0.65,16814,United Kingdom,3.25,2011,2011-04,True,Sale,Merchandise
154198,549874,22403,MAGNETS PACK OF 4 VINTAGE LABELS,2,2011-04-12 15:23:00,1.25,16919,United Kingdom,2.5,2011,2011-04,True,Sale,Merchandise
154565,549923,23128,FELTCRAFT BOY JEAN-PAUL KIT,4,2011-04-13 09:59:00,4.95,13138,United Kingdom,19.8,2011,2011-04,True,Sale,Merchandise
154973,549958,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,5,2011-04-13 13:47:00,2.55,17589,United Kingdom,12.75,2011,2011-04,True,Sale,Merchandise
155068,549964,21625,VINTAGE UNION JACK APRON,3,2011-04-13 14:12:00,6.95,13122,United Kingdom,20.85,2011,2011-04,True,Sale,Merchandise
155168,549974,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-04-13 14:31:00,9.95,17746,United Kingdom,9.95,2011,2011-04,True,Sale,Merchandise
156181,550123,22029,SPACEBOY BIRTHDAY CARD,12,2011-04-14 12:39:00,0.42,,United Kingdom,5.04,2011,2011-04,False,Sale,Merchandise
156613,550152,22808,SET OF 6 T-LIGHTS EASTER CHICKS,2,2011-04-14 14:43:00,2.95,17362,United Kingdom,5.9,2011,2011-04,True,Sale,Merchandise
157371,550203,22195,LARGE HEART MEASURING SPOONS,1,2011-04-15 10:37:00,3.29,,United Kingdom,3.29,2011,2011-04,False,Sale,Merchandise
157701,550210,21930,JUMBO STORAGE BAG SKULLS,1,2011-04-15 10:40:00,4.96,,United Kingdom,4.96,2011,2011-04,False,Sale,Merchandise
157829,550213,21911,GARDEN METAL SIGN,1,2011-04-15 10:42:00,3.29,,United Kingdom,3.29,2011,2011-04,False,Sale,Merchandise
158271,550280,85194L,HANGING SPRING FLOWER EGG LARGE,10,2011-04-15 13:31:00,0.85,13048,United Kingdom,8.5,2011,2011-04,True,Sale,Merchandise
158713,550310,21899,"KEY FOB , GARAGE DESIGN",24,2011-04-17 11:04:00,0.65,15985,United Kingdom,15.600000000000001,2011,2011-04,True,Sale,Merchandise
159024,550321,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-04-17 12:49:00,2.95,16770,United Kingdom,14.75,2011,2011-04,True,Sale,Merchandise
159806,550360,22558,CLOTHES PEGS RETROSPOT PACK 24,2,2011-04-18 10:55:00,1.65,14978,United Kingdom,3.3,2011,2011-04,True,Sale,Merchandise
160654,550467,22293,HANGING CHICK GREEN DECORATION,4,2011-04-18 13:36:00,1.45,18009,United Kingdom,5.8,2011,2011-04,True,Sale,Merchandise
161203,550471,20728,LUNCH BAG CARS BLUE,2,2011-04-18 13:52:00,4.13,,United Kingdom,8.26,2011,2011-04,False,Sale,Merchandise
161383,550474,85132C,CHARLIE AND LOLA FIGURES TINS,1,2011-04-18 13:58:00,5.79,,United Kingdom,5.79,2011,2011-04,False,Sale,Merchandise
161518,550474,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-04-18 13:58:00,4.13,,United Kingdom,8.26,2011,2011-04,False,Sale,Merchandise
161640,550477,21843,RED RETROSPOT CAKE STAND,2,2011-04-18 14:01:00,10.95,17338,United Kingdom,21.9,2011,2011-04,True,Sale,Merchandise
161644,550477,22219,LOVEBIRD HANGING DECORATION WHITE,4,2011-04-18 14:01:00,0.85,17338,United Kingdom,3.4,2011,2011-04,True,Sale,Merchandise
162040,550496,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,2,2011-04-18 15:05:00,2.46,,United Kingdom,4.92,2011,2011-04,False,Sale,Merchandise
162994,550527,22192,BLUE DINER WALL CLOCK,4,2011-04-19 10:48:00,8.5,12476,Germany,34.0,2011,2011-04,True,Sale,Merchandise
163582,550616,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,2011-04-19 12:59:00,3.95,15140,United Kingdom,31.6,2011,2011-04,True,Sale,Merchandise
163609,550617,23206,LUNCH BAG APPLE DESIGN,10,2011-04-19 13:03:00,1.65,13376,United Kingdom,16.5,2011,2011-04,True,Sale,Merchandise
163610,550617,20725,LUNCH BAG RED RETROSPOT,10,2011-04-19 13:03:00,1.65,13376,United Kingdom,16.5,2011,2011-04,True,Sale,Merchandise
164249,550637,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,2,2011-04-19 15:39:00,2.95,14415,United Kingdom,5.9,2011,2011-04,True,Sale,Merchandise
164894,550714,22595,GINGHAM HEART DECORATION,24,2011-04-20 11:12:00,0.85,15249,United Kingdom,20.4,2011,2011-04,True,Sale,Merchandise
166214,550906,47518F,ICON PLACEMAT POP ART ELVIS,144,2011-04-21 12:34:00,0.12,14298,United Kingdom,17.28,2011,2011-04,True,Sale,Merchandise
166345,550913,21116,OWL DOORSTOP,3,2011-04-21 13:22:00,4.95,17631,United Kingdom,14.850000000000001,2011,2011-04,True,Sale,Merchandise
167311,550987,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,2011-04-21 18:10:00,5.79,,United Kingdom,5.79,2011,2011-04,False,Sale,Merchandise
168127,551012,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-04-26 10:32:00,3.29,,United Kingdom,3.29,2011,2011-04,False,Sale,Merchandise
168513,551057,22960,JAM MAKING SET WITH JARS,1,2011-04-26 11:59:00,4.25,16942,United Kingdom,4.25,2011,2011-04,True,Sale,Merchandise
168552,551058,21078,SET/20 STRAWBERRY PAPER NAPKINS,1,2011-04-26 12:07:00,0.85,14606,United Kingdom,0.85,2011,2011-04,True,Sale,Merchandise
168592,551085,21900,"KEY FOB , SHED",24,2011-04-26 12:29:00,0.65,14854,United Kingdom,15.600000000000001,2011,2011-04,True,Sale,Merchandise
169111,551161,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-04-26 15:26:00,2.95,18183,United Kingdom,17.700000000000003,2011,2011-04,True,Sale,Merchandise
169388,551174,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-04-26 17:02:00,5.79,,United Kingdom,5.79,2011,2011-04,False,Sale,Merchandise
169957,551270,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,2,2011-04-27 12:35:00,4.25,15891,United Kingdom,8.5,2011,2011-04,True,Sale,Merchandise
170318,551284,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,4,2011-04-27 14:05:00,0.65,15005,United Kingdom,2.6,2011,2011-04,True,Sale,Merchandise
170589,551339,15036,ASSORTED COLOURS SILK FAN,10,2011-04-27 17:18:00,1.63,,United Kingdom,16.299999999999997,2011,2011-04,False,Sale,Merchandise
171487,551420,22379,RECYCLING BAG RETROSPOT,10,2011-04-28 14:00:00,2.1,17068,United Kingdom,21.0,2011,2011-04,True,Sale,Merchandise
171585,551436,22840,ROUND CAKE TIN VINTAGE RED,1,2011-04-28 15:13:00,7.95,16904,United Kingdom,7.95,2011,2011-04,True,Sale,Merchandise
171977,551507,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-04-28 18:11:00,1.25,18272,United Kingdom,15.0,2011,2011-04,True,Sale,Merchandise
172047,551516,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-05-01 11:10:00,3.75,14800,United Kingdom,15.0,2011,2011-05,True,Sale,Merchandise
172949,551603,22386,JUMBO BAG PINK POLKADOT,10,2011-05-03 11:34:00,2.08,16745,United Kingdom,20.8,2011,2011-05,True,Sale,Merchandise
173377,551696,23205,CHARLOTTE BAG VINTAGE ALPHABET,10,2011-05-03 13:39:00,0.85,14110,United Kingdom,8.5,2011,2011-05,True,Sale,Merchandise
173383,551696,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-05-03 13:39:00,2.55,14110,United Kingdom,81.6,2011,2011-05,True,Sale,Merchandise
174301,551809,21232,STRAWBERRY CERAMIC TRINKET BOX,72,2011-05-04 11:32:00,1.06,17511,United Kingdom,76.32000000000001,2011,2011-05,True,Sale,Merchandise
175795,551986,47566B,TEA TIME PARTY BUNTING,2,2011-05-05 14:41:00,4.95,13888,United Kingdom,9.9,2011,2011-05,True,Sale,Merchandise
175905,551994,85230E,STRAWBRY SCENTED VOTIVE CANDLE,24,2011-05-05 15:42:00,0.29,12868,United Kingdom,6.959999999999999,2011,2011-05,True,Sale,Merchandise
176418,552000,21195,PINK  HONEYCOMB PAPER BALL,4,2011-05-05 15:56:00,4.13,,United Kingdom,16.52,2011,2011-05,False,Sale,Merchandise
177114,552041,85099B,JUMBO BAG RED RETROSPOT,10,2011-05-06 08:25:00,2.08,14273,United Kingdom,20.8,2011,2011-05,True,Sale,Merchandise
177350,552057,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,2011-05-06 10:34:00,0.85,17504,United Kingdom,10.2,2011,2011-05,True,Sale,Merchandise
177778,552181,22138,BAKING SET 9 PIECE RETROSPOT,96,2011-05-06 13:36:00,4.25,17381,United Kingdom,408.0,2011,2011-05,True,Sale,Merchandise
177784,552182,22180,RETROSPOT LAMP,1,2011-05-06 13:38:00,9.95,14180,United Kingdom,9.95,2011,2011-05,True,Sale,Merchandise
178304,552231,21154,RED RETROSPOT OVEN GLOVE,3,2011-05-06 15:47:00,1.25,17364,United Kingdom,3.75,2011,2011-05,True,Sale,Merchandise
178802,552238,85017B,ENVELOPE 50 BLOSSOM IMAGES,108,2011-05-06 16:48:00,0.42,14403,United Kingdom,45.36,2011,2011-05,True,Sale,Merchandise
178967,552253,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-05-08 10:20:00,0.85,14201,United Kingdom,8.5,2011,2011-05,True,Sale,Merchandise
